MonthlyCharges,TotalCharges
43.95,2960.1
74.35,834.2
111.15,6953.4
104.7,4134.85
55.7,899.8
20.6,541.5
19.65,116.85
115.8,7942.15
88.65,5321.25
94.5,4156.8
20.1,223.6
34.65,768.45
52.3,3765.05
65,2157.5
19.85,108.05
35.45,1391.65
19.7,1379.8
95.6,1273.3
19.85,810.45
81.85,1810.85
109.3,7782.85
70.3,70.3
25.4,1797.1
69.8,377.85
20,445.3
85.55,851.75
109.9,7624.2
50.3,355.1
94.5,575.45
101.5,906.85
89.15,1057.55
19.4,19.4
29.9,1388.75
78.8,1641.3
85.35,1375.15
79.65,152.7
19.3,185.2
79.6,195.05
96.8,1826.7
20.65,417.5
19.8,344.5
90.6,1660
104.6,2180.55
80.05,2835.9
45.15,45.15
73.15,2730.85
99.1,5437.1
20.2,20.2
106.05,6981.35
105.35,5794.45
45.65,747.2
79.95,1267.95
54.45,3674.95
25.1,1275.6
84.7,5893.9
75.85,724.65
48.8,1536.75
99.15,3615.6
35.2,607.3
76.25,4154.55
55.9,2184.35
82.35,1852.85
40.4,77.15
24.9,847.8
54.3,2390.45
66.3,1923.5
20.9,1493.2
75.35,338.1
85.15,3030.6
75.35,75.35
104.45,2184.85
49.45,1031.4
19.45,921.3
92.15,3875.4
93.8,3124.5
19.85,144.15
100.25,6689
95.7,1451.1
93.15,6368.2
69.7,3729.6
19.8,350.1
71.35,2847.2
20.75,452.35
40.6,1494.5
20.4,930.45
20.35,41.85
19.75,1272.05
54.4,475.1
94.7,673.1
30.5,208.7
20.45,150.75
66.15,3199
89.85,5844.65
45.05,2462.6
86.85,6263.8
96.75,3403.4
77,237.75
20.1,221.35
75.3,75.3
106.65,1672.1
110.15,7881.2
82.85,2320.8
20.1,370.5
99.2,4062.2
59.45,3043.7
58.6,2723.4
49.7,1081.25
65.85,4097.05
73.5,632.2
85.5,4042.3
20.05,164.85
113.65,8166.8
83.4,4113.7
65.65,3047.15
70.4,70.4
61.35,4193.4
85.9,3729.75
75.65,399.45
49.75,331.3
70.9,1964.6
49.85,1336.15
75.3,1147.45
20.1,486.05
94,1078.9
103.05,5925.75
118.35,7804.15
99.7,4747.2
81.9,1028.9
30.45,226.45
96.1,4364.1
66.2,4692.55
104.25,2433.9
80.2,1217.25
19.75,19.75
72.6,154.3
116.5,6382.55
106.8,7623.2
24.95,1261.45
89.25,89.25
19.25,86.05
104.55,6779.05
87.2,4345
30.75,82.85
25.7,1714.55
86.2,893.2
30.1,810.85
99.35,6347.55
19.2,1123.65
20.1,43.15
20.35,35.1
25.65,1388
94.55,3851.45
104.2,1743.5
94.4,2638.1
56.1,946.95
68.25,1114.85
24.75,1777.6
76.25,684.85
74.35,74.35
54.15,1312.45
19.45,159.2
34.95,610.2
53.65,404.35
69.65,69.65
104,6363.45
70.35,4124.65
80.8,713.1
64.85,950.75
19.65,19.65
45.9,505.95
20,1149.65
44.8,169.65
80.3,526.7
20.35,393.15
45.8,1147
84.1,3021.6
108.95,5718.2
69.35,191.35
64.35,4539.6
90.8,6397.6
24.95,280.4
79.6,2718.3
84.7,5711.05
70.8,3478.15
36.45,36.45
104.4,4133.95
101.5,2917.65
54.3,54.3
103.95,2964.8
91.1,2198.3
19.95,1189.9
26.45,1914.5
89.4,2001.5
75.1,5336.35
108.1,7238.6
110.15,7998.8
80.35,3825.85
111.5,5703.25
106.5,7397
19.9,164.6
111.1,6555.2
70.7,225.65
24.85,955.75
91.2,3382.3
65.6,2313.8
40.65,933.3
59.45,780.85
109.95,7852.4
60.45,3184.25
84.9,764.95
38.5,2763
92.55,1614.7
73.55,145.4
20.15,156.25
34.7,1604.5
24.5,270.15
19.7, 
20.6,20.6
58,1734.5
107.45,7047.5
65.5,573.15
25.45,1538.6
100.15,4459.8
104.45,7459
21.15,306.05
96.2,639.7
44.4,348.15
107.55,4533.9
94.35,5563.65
98.75,1587.55
20.3,40.25
101.15,842.9
105.75,4228.55
81.15,784.45
89.55,3729.75
54.75,1406.9
53.75,1857.3
105.75,7322.5
105.85,6725.5
64.2,3627.3
88.7,1761.45
87.7,1725.95
89.3,4192.15
20.15,1411.2
79.75,164.5
94.55,2724.6
20.05,264.55
67.2,4671.7
94.55,1173.55
69.05,318.5
107.5,7713.55
73,2471.25
114.75,7842.3
76.05,2227.8
96.25,4990.25
101.1,3744.05
104.7,7220.35
77.9,2351.45
90.65,2989.6
110.45,6077.75
68.7,4070.95
44.85,2479.05
29.8,2134.3
88.9,6000.1
58.75,2203.1
19.85,183.15
86.9,6194.1
59.65,638.95
55.25,2139.2
66.4,831.75
90.1,521.3
20.15,1337.5
108.1,7181.95
53.75,608
56.9,2560.1
89.3,577.6
109.6,5953
25.15,1790.15
79.15,2531.4
66.75,4760.3
95.2,292.85
48.8,953.65
45.7,198
80.7,5705.05
74.5,609.9
20.55,20.55
79.65,79.65
115.1,6993.65
59.7,4122.65
86.45,5762.95
33.7,1537.85
80.1,2603.3
104.05,5566.4
108.75,5431.9
41.1,2258.25
20.35,1092.35
105.9,6401.25
101.3,2812.2
80.05,80.05
89.2,2698.35
65.5,616.9
40.45,1912.85
70.45,849.1
78.8,3460.3
83.65,1465.75
90.1,90.1
82.45,5555.3
20.25,1278.8
66.25,2907.35
19.5,146.3
51.25,51.25
89.7,4952.95
64.55,4504.9
45.6,45.6
93.65,4520.15
49.65,267.35
73.6,2316.85
109.75,8075.35
61.45,2302.35
106.4,7251.9
81.9,2078.55
105.2,6225.4
54.6,1242.25
20.55,99.45
20,288.05
19.7,599.25
66.05,3462.1
34,853
92.5,934.1
54.05,2375.2
58.9,2813.05
88.35,1222.8
107.95,5293.2
96.9,6314.35
19.1,19.1
50,1003.05
45.4,1593.1
85.45,2509.95
84.1,3187.65
74.45,74.45
64.75,2345.2
66.25,3330.1
76.9,5522.7
89.8,2335.3
74.6,4798.4
116.95,8594.4
40.65,970.55
114.35,7665.8
69.7,3686.05
95.5,1115.15
98.65,2537
61.65,1393.6
89.35,89.35
95.4,4445.3
35.4,978.6
19.95,1258.15
19.25,331.35
29.65,291.4
84.5,453.75
20.4,84.75
24.75,1715.1
25.35,1715.15
90.7,1597.25
20,1250.1
59.75,3996.8
82.5,5215.1
70.3,235.5
20.35,673.2
90.8,1442.2
103.95,5639.05
104.95,5222.35
105.25,7291.75
74.75,799.65
50.8,50.8
23.75,424.5
61.3,249.4
75.8,4415.75
98,5270.6
80.25,144.55
78.9,2447.95
52,2884.9
84.75,3050.15
64.4,253
85.45,4517.25
45.8,436.2
30.5,118.4
19.9,19.9
69.15,3649.6
99.45,1200.15
49.25,255.6
39.35,2395.05
70.6,70.6
105.1,5083.55
81,389.6
20.1,644.5
84.85,523.5
19.75,39.3
19.75,989.05
70.4,2406.1
20.45,638.55
20.35,191.1
86.2,4524.05
95.65,4664.2
103.8,3470.8
97.2,6910.3
63.55,4014.2
24.95,1288
89.15,2277.65
99,6375.8
24.8,24.8
85.55,5251.75
94,1505.45
105.65,6903.1
50.3,913.3
95,5535.8
61.4,815.55
80.55,1411.65
78.5,5602.25
114.3,8244.3
20.05,741.5
62.65,4375.8
80.85,1008.7
92.7,5968.4
100.45,3096.9
75.2,3901.25
84.75,2613.4
89.45,853.1
79.5,5661.7
72.15,794.25
19.8,695.05
76.4,160.8
100.9,5552.05
95.3,3275.15
90.95,4236.6
54.5,54.5
61.6,1174.35
79.9,741.7
96.15,3019.25
49.6,962.9
65.3,4759.75
25,1498.35
45.45,1233.15
107.75,4882.8
89.1,5411.65
19.65,19.65
44.75,148.05
101.6,3930.55
103.15,6895.5
84.65,84.65
95.65,6856.95
75.1,2658.8
61.35,3766.2
69.55,69.55
19.7,129.55
31.05,347.25
51,581.7
51,354.05
88.85,929.45
20.05,679
65.1,3846.75
70.15,4480.7
44.35,44.35
20.75,499.4
56.05,1553.2
19.95,219.5
98.6,5311.85
79.7,586.05
79,2576.8
89.45,6435.25
74.2,1993.25
81,1923.85
49.6,939.8
84.6,84.6
55,3092.65
84.85,415.55
84.2,5986.55
106.3,5487
69.05,651.5
45.4,45.4
73.65,73.65
73.9,2405.05
77.75,4458.15
99.35,6856.45
50.75,50.75
87.1,4735.2
20.15,682.15
98.7,4525.8
25.2,321.05
55.7,335.65
65.35,1424.4
25.3,1748.55
84.35,474.9
84.95,668.4
73.85,926.25
24.25,1077.95
51.8,2541.25
46,46
79.4,1156.1
60.5,3694.45
25.1,382.8
71.8,1167.8
20.05,746.75
88.4,3912.9
30.25,368.85
20.2,20.2
59.9,1654.7
25.15,1940.85
46,221.7
101.3,1794.65
76.95,5289.8
55.3,501.2
92.45,6140.85
48.45,48.45
19.35,309.25
51.75,201.1
86.7,6179.35
94.4,2838.7
55.7,55.7
84.25,4589.85
64.65,3735.45
70.15,70.15
69.2,477.55
54.65,2553.7
24.75,1342.15
23.95,1216.35
105,7578.05
59.85,2603.95
20.05,42.7
92.15,6056.9
44.8,2983.65
20.9,689.35
95.4,2025.1
80.35,1747.2
85.1,4657.95
34.7,296.1
115.05,8016.6
81.1,81.1
19.95,433.5
20.55,20.55
106.6,6428.4
86.15,5883.85
78.85,1043.8
106.75,6252.9
86.55,1857.25
42.4,146.4
89.45,240.45
24.25,1724.15
97.9,315.3
20.5,429.55
19.6,356.15
20.25,488.25
55.7,55.7
20.6,1298.7
19.8,1378.75
79.8,973.45
80.2,384.25
116.4,8543.25
31.65,389.95
94.15,5731.85
20.65,20.65
76.85,4275.75
20.15,84.5
55.25,1924.1
39.05,669.85
82.15,5784.3
103,5166.2
95.1,4060.55
83.9,267.4
95.15,3532.85
79.8,4914.8
74.8,5315.8
69.85,69.85
20.45,775.6
78.35,5445.95
53.55,53.55
19.1,1007.8
20,833.55
93.9,6579.05
19.95,1004.5
113.15,7856
24,1183.05
84.95,2169.75
80.5,896.9
19.3,19.3
19.15,501.35
91.3,4126.35
49.65,49.65
54.35,2460.15
19.15,477.6
88.45,370.65
19.75,265.75
75.5,2424.45
83.75,1849.95
19.4,61.05
26.5,1698.55
90.5,1910.6
19.15,998.1
94.85,890.6
69.95,529.5
40.9,1383.6
80.25,493.4
48.6,48.6
70.8,1207
60.2,563.5
55.2,864.55
55.8,2109.35
54.15,701.05
80.15,2265.25
75.5,220.6
100.4,5749.8
62.55,2796.45
70.45,5165.7
85.5,5696.6
20.2,20.2
54.5,2076.05
20.75,44.2
20.35,215.25
91,1859.5
104.8,7470.1
74.75,229.5
104.05,2470.1
51.1,2092.9
89.8,5629.55
20.55,469.85
64.05,733.95
74.85,485.25
96.65,1244.5
20.05,20.05
103.45,3994.45
25,78.25
20.3,1131.5
26.35,184.05
19.9,19.9
54.7,1178.75
46.35,667.7
90.25,5629.15
19.95,19.95
20.65,109.3
79.6,79.6
25.45,958.45
19.5,403.15
75.9,75.9
76.2,76.2
66.15,4392.5
19.25,19.25
69.1,3168
39.1,1096.6
20.05,669.45
59.8,2343.85
84.3,3588.4
48.6,48.6
79,522.95
105.35,7511.9
25.1,1725
49.75,49.75
94.75,1691.9
93,2248.05
71.9,4479.2
77.55,3471.1
19.85,63
70.25,70.25
95.25,3314.15
84.6,865.55
25.05,852.7
53.15,1930.9
20.15,91.4
101.25,3949.15
100.55,4304
24.1,409.9
25.3,1554.9
71.8,3472.05
19.7,117.8
49.85,3210.35
69.6,207.4
19.75,19.75
80.8,3132.75
60,60
86.55,649.65
20.85,20.85
64.2,2106.3
35,35
50.75,2011.4
105.5,6205.5
19.2,903.7
85.15,503.6
90.65,3882.3
20,879.8
74.65,383.65
61.2,4390.25
19.95,68.2
54.8,452.8
73.45,5329
51.45,1758.9
80.45,5737.6
54.2,1152.7
109.5,7674.55
104.4,2157.95
85.3,1219.85
79.3,2414.55
76.5,1155.6
105.1,7548.1
25.4,1809.35
86.85,1564.4
19.65,19.65
75.7,75.7
45.55,84.4
78.1,864.85
19.3,228.75
110.5,7752.05
90.8,1951
20.3,470.6
81.35,4060.9
97.95,384.5
108.15,3432.9
55.3,108.65
56.55,3952.65
80.5,463.05
19.7,494.05
104.05,3416.85
52.85,1498.65
104.3,2867.75
80.65,4807.35
71.35,71.35
24.65,471.35
21.3,1041.8
110.2,7689.8
89.4,1132.35
51.05,1815
19.8,1311.3
19.9,199.45
87.3,1637.3
19.85,1326.35
89.4,6376.55
20,935.9
20.05,20.05
83.25,1611.15
20.6,20.6
102.9,6989.7
39.1,2779.5
99.95,1931.75
114.5,8331.95
20.2,735.9
55.8,2283.3
24.2,1445.2
81,818.05
72.8,2333.05
99.85,1992.55
99.5,5890
70.15,916.75
20.25,1029.8
26,1796.55
19.9,33.7
19.05,454.05
96.5,1392.25
19.85,1049.6
25.7,734.6
20.3,475.1
70.15,70.15
91.55,1540.05
39.4,1978.65
105.7,3181.8
70.25,229.7
93.75,5625.55
96.55,6581.9
60,1347.15
59.8,3808.2
90.65,3974.15
109,7661.8
68.1,2479.25
20.4,266.6
81.95,5601.4
60.55,1982.6
65.6,339.9
82.5,4828.05
82.3,5980.55
68.15,4808.7
20.3,20.3
95.55,3692.85
20.2,1068.15
89.2,2383.6
69.65,69.65
89.3,89.3
74.8,1438.05
20.2,917.45
84.4,6096.45
87.55,3078.1
25.15,99.95
19.8,475.2
50.85,2036.55
102.4,6444.05
96.3,1426.75
55.5,767.55
109.75,7932.5
106.4,4040.65
60,2768.65
88.8,1672.35
85.2,474.8
35.1,446.1
80.05,1345.65
75.55,2425.4
49.55,2077.95
81.3,416.3
23.9,1663.5
66.4,1286.05
19.6,35.85
18.8,1094.35
108.4,7719.5
85.95,514.6
85.45,1451.6
80.9,4932.5
71,71
111.8,5443.65
20.6,330.25
85.05,746.5
44.6,122.7
44.4,44.4
105.1,6631.85
115.15,8250
59.8,3561.15
26.3,1763.55
70.55,2419
20.05,470.2
79.85,5234.95
70.3,70.3
79.35,79.35
90.05,3097
24.45,1709.1
59.95,1848.8
25.35,723.3
90.8,809.75
70.45,1470.95
34.3,577.15
105.05,6914.95
19.3,602.9
19.15,124.4
51.4,96.8
71.85,3827.9
75.4,533.05
49.7,2961.4
45.25,3264.45
78.75,995.35
81.6,2815.25
70.4,154.8
75.8,246.3
76.1,257.6
94,5757.2
103.95,7517.7
19.95,1234.8
71.3,1389.2
110.8,3836.3
69.1,1474.75
96.1,6001.45
48.8,720.1
50.55,2832.75
44.65,472.25
88.25,1460.65
19.45,1336.35
89.3,6388.65
70,153.05
19.25,677.9
70.5,1165.6
97.35,2119.5
19.65,921.55
20.85,72
19.65,68.35
19.35,847.25
44,44
94.4,4295.35
25.9,135
55.65,1400.55
69.65,69.65
75.4,1380.4
100.6,1060.2
71,4386.2
86,86
106.95,5785.5
21.2,52.05
61.05,2018.4
29.6,79.45
79.95,2727.3
19.7,263.65
20.3,275.4
59.9,2816.65
24.35,538.5
19.75,948.9
50.3,846.8
95.6,4783.5
50.25,2997.45
85.35,5897.4
41.6,470.6
51.65,524.5
24,269.65
100.85,4740
59.85,2341.5
25.45,1789.65
23.9,1626.4
24.15,800.3
75.7,5060.85
40.2,1448.8
84.5,4254.85
50.85,466.6
91.6,4627.8
98.9,6838.6
85,85
78.95,1101.85
44.3,44.3
20.2,20.2
80.2,4297.6
60.9,414.1
34.2,256.6
85.2,3969.35
87.15,2274.1
54.3,1296.8
19.1,1268.85
112.75,8192.6
19.95,59.25
19.5,1147.85
65.55,4361.55
78.8,2006.1
78.2,2078.95
105.25,7609.75
89.25,487.05
20.65,1218.45
68.7,1416.2
78.65,483.3
24.75,1234.6
19.75,1311.6
89.1,5618.3
84.7,6185.15
98,1237.85
94.45,498.1
105,294.45
93.85,2381.55
59.9,788.35
19.95,756.4
84,613.4
108.9,3625.2
33.6,550.35
85.85,4793.8
34.85,1267.2
48.75,442.2
84.85,84.85
56.65,654.85
95.3,5567.45
73.9,3160.55
24.5,740.3
84.6,5706.2
44.95,3085.35
24.7,24.7
100.3,3541.4
25.45,84.2
50.7,50.7
55,1165.55
68.4,4855.35
89.9,2806.9
78.55,1422.65
55.05,608.15
19.8,641.35
84.45,4959.15
35.9,35.9
80.75,1321.3
78.65,1663.75
61.75,3024.15
63.7,2188.5
99.45,4138.05
25.2,102.5
74.05,872.65
87.6,2724.25
89.15,413.25
20,1374.2
55,757.1
104.4,6692.65
20.05,218.5
89.75,608.8
34.3,1004.75
20.65,1125.6
84.25,3847.6
19.65,978
79.85,1387.35
20.2,746.05
19.8,304.6
50.35,1098.85
85.15,1139.2
74.6,4368.95
79.15,827.7
20.35,20.35
21.05,262.05
94.6,279.55
94.7,3512.5
94.25,1483.25
72.45,4653.85
74.95,151.75
105.2,4400.75
111.95,8033.1
19.85,1253.65
89.75,552.65
20.05,1036
108.95,4025.5
19.65,928.4
24.9,24.9
82.85,460.25
93.2,6506.15
84.8,5598.3
71.75,4374.55
30.35,678.75
54.85,2191.7
19.5,239.75
103.85,5485.5
24.2,609.05
19.35,683.75
83.6,404.2
100.65,5189.75
94.1,5060.9
74.55,233.65
108.45,7176.55
56.15,291.45
20.35,689.75
80.55,3263.9
61.25,1993.2
20.45,254.5
18.9,347.65
19.6,967.9
91.5,242.95
45.2,1841.9
19.45,232.1
25.45,809.25
80.85,866.45
94.9,360.55
49.05,2076.2
29.3,355.9
105.3,7299.65
88.95,2291.2
20.25,129.15
110.85,7491.75
110.5,5835.5
109.4,7031.45
114.2,7723.9
36.5,1032
70.75,70.75
19.95,109.6
19.6,727.8
40.15,130.75
76.6,893
19.6,763.1
85.3,781.4
65.85,902.25
94.45,2653.65
20.05,1016.7
99.4,5943.65
20,275.7
78.45,3126.45
25.1,1070.15
97.35,3457.9
55,340.4
71.1,4299.2
61.55,1093.2
45.9,521.9
40.3,1630.4
87.1,713.6
49.5,1265.65
73.8,4003.85
19.2,1401.4
45.3,45.3
25,1510.5
94.95,178.1
35.3,264.8
44.55,480.6
76.75,4541.9
81,4976.15
105.55,7542.25
18.8,251.25
24.9,1595.5
23.45,23.45
64.9,685.55
61.35,3874.1
113.95,6891.4
90.15,4916.95
54.1,1373
29.7,29.7
49.8,49.8
101.1,6039.9
24.4,1548.65
95,3440.25
50.65,151.3
69.9,4226.7
39.95,1023.75
55.4,55.4
90.6,90.6
103.25,7074.4
86.85,156.35
94.25,6849.75
47.05,3263.6
20.55,1252.85
19.65,67.55
70.2,70.2
81,5750
75.9,1549.75
24.7,1810.55
99.05,2952.85
110.25,7467.55
85,5484.4
19.75,294.9
23.9,97.5
111.25,5916.45
55.1,113.35
19.95,19.95
25.15,476.8
54.15,101.65
59.8,1130.85
83.85,3532.25
104.9,6891.45
75.3,1570.7
66.65,520.95
109.5,7854.9
73.85,3581.4
19.3,1447.9
118.2,8547.15
51.45,727.85
59.45,357.6
19.5,159.35
19.55,280.85
93.55,6069.25
59.3,3274.35
102.25,1359
95.9,1777.9
109.8,6109.65
78.1,1122.4
39.9,2020.9
64.9,3795.45
95.05,4504.55
53.4,3579.15
24.9,49.7
44.7,276.5
114,8175.9
20.25,890.35
53.85,259.8
83.85,5588.8
20.2,50.6
19.95,58
104.2,5568.35
50.25,2203.65
20.35,938.95
90,2024.1
54.2,3623.95
99.5,2369.05
99.1,3877.95
66.9,4577.9
25.85,25.85
91.05,2871.5
71,672.55
93.2,1573.7
20.95,1270.55
109.2,7711.45
19.35,126.05
85.8,2193.65
19.85,64.55
19.65,31.2
20.5,38.25
89.65,3348.1
74.35,533.6
49.45,2907.55
89.1,1620.8
75.15,3480.35
70.65,293.85
104.2,3243.45
90.05,4137.2
79.25,79.25
44.9,44.9
19.4,19.4
88.75,5348.65
70.1,659.65
91,3180.5
29.65,118.5
90.8,3023.85
77.85,3365.85
54.3,195.3
18.95,1031.1
95.15,997.65
102.4,6471.85
99.9,6241.35
88.7,6501.35
54.3,2317.1
55.7,2237.55
103.95,5231.3
110.85,5275.8
20.15,165.5
20.05,358.5
91.95,6614.9
80.5,80.5
55.65,2421.75
74.7,1294.6
104.15,1299.1
83.65,5733.4
72.2,305.55
110.05,7430.75
51.5,900.5
25.5,630.6
89.55,3856.75
19.5,1222.65
80.7,374.8
77.5,1625
105.1,7234.8
25.15,331.85
95.25,3959.35
95.65,5088.4
85,3969.4
80.8,4860.85
24.85,788.05
54.75,1266.35
85.75,470.95
50.75,688.2
20.15,387.7
20.05,845.25
98.25,560.6
71.6,4230.25
81.45,4983.05
58.4,4113.15
25.7,25.7
53.7,521
19.6,471.85
89.4,5976.9
69,506.9
84.2,4299.75
106.1,7548.6
25.75,1654.75
46.05,80.35
64.95,4551.5
85.45,6227.5
20.05,20.05
76.4,76.4
100.5,514
20.7,57.5
25.3,1474.35
40.05,880.2
100.6,3270.25
69.95,69.95
74,3919.15
99.4,7285.7
93.3,93.3
49.15,169.05
107.45,7658.3
83.6,5959.3
99.05,5295.7
80.1,4693.2
65.3,3512.9
89.55,5231.2
60.8,3603.45
74.5,217.45
99.15,6875.35
19.25,19.25
39.45,2021.35
44.85,2564.95
97.2,5611.75
110.55,7610.1
35.05,35.05
73,73
19.9,45.75
76.95,4543.95
35.4,450.4
20.45,1297.35
96.75,4442.75
54.2,1423.15
100.1,4378.35
45.25,74.2
83.85,2716.3
70.1,70.1
20.85,450.65
33.45,1175.85
20.2,558.8
85.9,2220.1
61,3283.05
70.65,142.35
86.9,4939.25
69.4,4237.5
20.35,335.95
20.35,33.2
104.3,7188.5
44.95,926.25
49.45,1119.35
20.6,116.6
19.55,68.8
99,287.4
93.5,2341.55
54.55,1362.85
20.05,163.6
83.95,2254.2
79.45,145.15
116.2,7752.3
93.7,6585.35
79.85,4786.1
100,3835.55
19.6,397
19.7,19.7
20.2,1027.25
50.4,1580.1
113.35,7222.75
80,3769.7
80.95,4233.95
24.9,1680.25
54.9,3725.5
75.55,413.65
109.25,7707.7
77.65,714.15
95,2497.2
116.3,8309.55
19.9,601.55
70.35,139.25
25.6,1888.25
44.45,2773.9
100.15,5409.75
105.4,5643.4
95.85,197.7
73.85,401.3
70.1,3238.4
25.25,1573.05
79.15,79.15
21.05,235.8
24.95,1364.75
64.5,1985.15
19.65,655.85
79,303.15
105.95,4335.2
75.85,647.5
91.85,1574.45
43.6,2748.7
91.25,2483.65
89.75,6367.2
104.4,4904.2
90.15,2044.95
40.3,1794.8
105.25,7173.15
106,6441.4
104,7039.05
69.65,921.4
74.3,4018.35
100.9,5448.6
20.25,20.25
49.9,49.9
96.9,2085.45
100.35,1358.85
104.1,5135.15
20.1,730.1
74.95,2869.85
56.55,118.25
49.25,49.25
68.6,1108.6
69.05,1815.65
19.7,730.4
20.05,75.45
103.7,5071.05
94.4,4014.6
54.95,568.85
93.7,5860.7
110.25,7279.35
98.9,1064.95
89.75,5769.6
80.45,5886.85
79.4,4238.45
20.3,20.3
62.8,418.3
74.9,136.05
74.85,708.2
25.85,788.55
101.95,700.85
68.3,4378.8
48.4,3442.8
94,181.7
105.05,7171.7
89.3,4016.85
25.15,553
19.5,96.85
92.95,4122.9
20.7,1482.3
74.3,74.3
19.35,1240.8
44.65,44.65
84.05,1095.3
80.7,788.8
104.35,6578.55
19.55,19.55
74.05,2802.3
40.1,857.75
20.1,184.4
101.7,364.55
83.55,6093.3
56.85,1861.1
20.4,20.4
19.55,1079.65
106.15,7475.1
78.95,2862.55
49.75,3069.45
92.4,2349.8
58.2,469.25
102.6,4213.35
91.95,3301.05
65.25,3529.95
106,7723.7
73.1,4144.9
59.75,4265
55.1,154.65
59.8,3246.45
116.6,8337.45
109.3,5731.4
101.4,6176.6
50.65,1905.4
56.15,931.9
106.5,7348.8
19.2,776.25
83,5243.05
70.1,141.65
108.3,7679.65
91.05,2954.5
25.25,1006.9
45.35,2540.1
43.9,3097.2
77.5,3807.35
79.3,2484
84.9,5785.65
79.25,2619.15
71.05,1524.85
53.75,2790.65
24.25,1784.5
54.2,3937.45
44.25,2276.1
50.05,2029.05
20.15,802.35
69.25,418.4
69.35,4653.25
19.35,275.9
19.15,343.45
61,2130.45
20.5,1191.4
50.5,50.5
50.2,2554
79.6,5589.45
24.9,467.7
74.4,74.4
106.9,3756.45
101.35,3334.9
55.35,920.5
50.55,3431.75
19.5,150.35
79.45,2587.7
90.65,367.95
89.85,5125.75
79,4801.1
104.65,6219.6
19.55,19.55
19.9,550.1
116.25,7862.25
87.75,1242.2
100.05,4871.05
81.3,3190.65
44.3,2666.75
70.35,3533.6
44.45,792.15
49.15,295.65
29.45,1459.35
100.55,4398.15
85.3,4297.95
95.65,167.3
69.1,4096.9
70.35,3454.6
20.6,1286
74.15,1387
75.05,786.3
44.6,641.25
21.45,705.45
43.45,345.5
20.05,345.9
94.15,5811.8
94.4,94.4
19.55,124.45
75.9,1375.6
64.15,3491.55
109.55,7920.7
110.8,6640.7
55,55
53.45,718.1
69.95,320.4
101.45,101.45
97,1334.45
90.6,3358.65
73.55,4764
67.95,350.3
94.35,5703
69.5,69.5
18.85,18.85
19.4,525.55
69.2,69.2
19.75,483.15
54.6,934.8
29.8,786.5
69.65,69.65
101.85,4086.3
103.05,5364.8
82.3,82.3
20.3,20.3
35.1,770.4
105.7,6816.95
56.25,2419.55
60.35,4138.7
79.25,267.6
59.8,3457.45
84.6,1115.2
93.4,5435.6
94.2,4186.3
25.05,25.05
99.65,4630.2
50.65,3221.25
60.9,688.5
59.65,867.1
64.7,4746.05
25.1,712.85
48.95,48.95
54.85,355.1
45.3,45.3
91.35,5764.7
85.85,167.3
25.1,428.45
34,1505.35
45.9,693.45
95.2,930.4
20.5,1177.95
100.6,5069.65
55.3,324.25
20.35,1458.1
74.85,156.4
36.1,2298.9
65.8,1679.65
20.35,369.6
105.8,2998
96.75,5206.55
102.35,3626.1
24.4,24.4
115.65,7968.85
79.85,152.45
73.05,1959.5
64.35,2053.05
20.5,398.55
76,1130.85
54.75,3425.35
104.75,4323.45
74.65,703.55
51.15,1275.7
41.95,2965.75
54.35,1647
56.25,56.25
106.1,2249.95
96,6109.75
79.75,159.4
61.45,3751.15
68.65,68.65
19.65,411.25
19,105.5
100,3320.6
20.25,327.45
98.7,5669.5
19.8,465.45
73.8,704.3
100.2,1369.8
74.9,1107.25
20.05,95.55
106.2,6375.2
116.55,8152.3
99.7,1566.75
19.7,130.25
19.5,162.15
29.15,110.05
55,1885.15
90.8,6302.85
51,2264.5
90.1,816.8
59.05,1253.5
20.3,41.2
72.95,5265.55
73.55,693.3
84.3,5997.1
78,3824.2
72.1,3886.05
106.75,7283.25
19.25,412.55
20.55,1070.25
20,817.95
24.65,1171.3
103.5,6548.65
23.85,625.65
25.8,1911.5
70.85,70.85
69.8,134.7
59.45,1507
54.55,2978.3
20.05,299.3
82.55,5832.65
81.25,5567.55
70.75,450.8
74.3,4166.35
94.1,1215.6
29.7,91.7
109.7,7898.45
96.35,3915.4
66.6,979.5
44.5,90.05
110.9,7432.05
105,4026.4
25.3,25.3
55.15,1193.05
20.1,20.1
80.1,398.55
69.05,1958.45
69.9,69.9
20.4,63.15
19.7,1301.1
50.1,484.05
101.4,4528
83.45,3887.85
86.65,2208.75
20.15,238.15
80.8,80.8
19.4,958.15
62.05,118.3
76.45,76.45
60.05,3845.45
91.3,1094.5
95.75,573.75
20.35,1267
94.05,633.45
84.1,6129.65
78.75,1218.25
55.55,1405.3
62.65,2274.9
74.5,74.5
102.1,1068.85
20.1,533.9
70.3,676.15
53.65,3804.4
20.75,1118.8
103.4,5236.4
50.8,1386.8
50.15,762.25
79,1902
74.6,239.05
96.5,5673.7
20.1,39.8
19.4,997.75
77.55,5574.35
20.05,406.05
19.85,138.85
20.2,123.65
67.45,1801.1
18.55,689
29.75,790.7
86.5,582.5
24.2,1618.2
23.55,1173.35
20.45,900.9
81.45,2122.05
92.3,6719.9
69.15,69.15
53.65,3784
39.65,1798.65
54.65,54.65
104.8,3886.45
29.3,1224.05
83.85,2310.2
79.55,723.4
103.65,3988.5
99.05,3554.6
